status,cocos4_symbol,cocos4_kind,cocos4_module,cocos4_path,cocos4_line,rust_symbol,rust_kind,rust_module,rust_path,rust_line,notes,cocos4_signature,rust_signature
rust-only,,,,,,get_gold,fn,agi_minigame,src/agi_minigame/atoms/tower_defense.rs,369,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_gold(&self) -> u32 { self.gold }
rust-only,,,,,,get_score,fn,agi_minigame,src/agi_minigame/atoms/tower_defense.rs,370,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_score(&self) -> u64 { self.score }
rust-only,,,,,,get_wave_number,fn,agi_minigame,src/agi_minigame/atoms/tower_defense.rs,371,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_wave_number(&self) -> u32 { self.current_wave as u32 + 1 }
rust-only,,,,,,is_game_over,fn,agi_minigame,src/agi_minigame/atoms/tower_defense.rs,372,Rust public symbol not matched to an exported cocos4 symbol,,pub fn is_game_over(&self) -> bool { self.base_hp <= 0.0 }
rust-only,,,,,,is_victory,fn,agi_minigame,src/agi_minigame/atoms/tower_defense.rs,373,Rust public symbol not matched to an exported cocos4 symbol,,pub fn is_victory(&self) -> bool { self.current_wave >= self.waves.len() && self.enemies.is_empty() }
rust-only,,,,,,ActionType,enum,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,8,Rust public symbol not matched to an exported cocos4 symbol,,pub enum ActionType {
rust-only,,,,,,Buff,struct,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,17,Rust public symbol not matched to an exported cocos4 symbol,,pub struct Buff {
rust-only,,,,,,BuffEffect,enum,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,26,Rust public symbol not matched to an exported cocos4 symbol,,pub enum BuffEffect {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,37,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn new(id: &str, name: &str, stacks: u32, duration: u32, effect: BuffEffect) -> Self {"
rust-only,,,,,,tick,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,41,Rust public symbol not matched to an exported cocos4 symbol,,pub fn tick(&mut self) -> bool {
rust-only,,,,,,CombatUnit,struct,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,50,Rust public symbol not matched to an exported cocos4 symbol,,pub struct CombatUnit {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,66,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn new(id: &str, name: &str, hp: i32, attack: i32, defense: i32, speed: i32, is_player: bool) -> Self {"
rust-only,,,,,,is_alive,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,83,Rust public symbol not matched to an exported cocos4 symbol,,pub fn is_alive(&self) -> bool { self.hp > 0 }
rust-only,,,,,,take_damage,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,85,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn take_damage(&mut self, damage: i32) -> i32 {"
rust-only,,,,,,heal,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,91,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn heal(&mut self, amount: i32) -> i32 {"
rust-only,,,,,,add_buff,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,97,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_buff(&mut self, buff: Buff) {"
rust-only,,,,,,tick_buffs,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,106,Rust public symbol not matched to an exported cocos4 symbol,,pub fn tick_buffs(&mut self) {
rust-only,,,,,,tick_action_gauge,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,113,Rust public symbol not matched to an exported cocos4 symbol,,pub fn tick_action_gauge(&mut self) -> bool {
rust-only,,,,,,effective_attack,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,123,Rust public symbol not matched to an exported cocos4 symbol,,pub fn effective_attack(&self) -> i32 {
rust-only,,,,,,effective_defense,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,135,Rust public symbol not matched to an exported cocos4 symbol,,pub fn effective_defense(&self) -> i32 {
rust-only,,,,,,TurnCombatAtom,struct,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,146,Rust public symbol not matched to an exported cocos4 symbol,,pub struct TurnCombatAtom {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,160,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new() -> Self {
rust-only,,,,,,add_player_unit,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,175,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_player_unit(&mut self, unit: CombatUnit) {"
rust-only,,,,,,add_enemy_unit,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,179,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_enemy_unit(&mut self, unit: CombatUnit) {"
rust-only,,,,,,generate_enemies,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,183,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn generate_enemies(&mut self, difficulty: f32) {"
rust-only,,,,,,player_action,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,195,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn player_action(&mut self, action: ActionType, target_id: Option<&str>) {"
rust-only,,,,,,is_combat_over,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,265,Rust public symbol not matched to an exported cocos4 symbol,,pub fn is_combat_over(&self) -> bool {
rust-only,,,,,,is_victory,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,271,Rust public symbol not matched to an exported cocos4 symbol,,pub fn is_victory(&self) -> bool {
rust-only,,,,,,get_score,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,275,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_score(&self) -> u64 { self.score }
rust-only,,,,,,get_turn,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,276,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_turn(&self) -> u32 { self.turn }
rust-only,,,,,,get_player_units,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,277,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_player_units(&self) -> &[CombatUnit] { &self.player_units }
rust-only,,,,,,get_enemy_units,fn,agi_minigame,src/agi_minigame/atoms/turn_combat.rs,278,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_enemy_units(&self) -> &[CombatUnit] { &self.enemy_units }
rust-only,,,,,,DimensionState,enum,agi_minigame,src/agi_minigame/dimension.rs,10,Rust public symbol not matched to an exported cocos4 symbol,,pub enum DimensionState {
rust-only,,,,,,DimensionConfig,struct,agi_minigame,src/agi_minigame/dimension.rs,21,Rust public symbol not matched to an exported cocos4 symbol,,pub struct DimensionConfig {
rust-only,,,,,,DimensionRule,struct,agi_minigame,src/agi_minigame/dimension.rs,34,Rust public symbol not matched to an exported cocos4 symbol,,pub struct DimensionRule {
rust-only,,,,,,DimensionReward,struct,agi_minigame,src/agi_minigame/dimension.rs,43,Rust public symbol not matched to an exported cocos4 symbol,,pub struct DimensionReward {
rust-only,,,,,,DimensionObjective,struct,agi_minigame,src/agi_minigame/dimension.rs,49,Rust public symbol not matched to an exported cocos4 symbol,,pub struct DimensionObjective {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/dimension.rs,59,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn new(id: &str, description: &str, target: u64, is_optional: bool) -> Self {"
rust-only,,,,,,progress,fn,agi_minigame,src/agi_minigame/dimension.rs,70,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn progress(&mut self, amount: u64) -> bool {"
rust-only,,,,,,progress_ratio,fn,agi_minigame,src/agi_minigame/dimension.rs,79,Rust public symbol not matched to an exported cocos4 symbol,,pub fn progress_ratio(&self) -> f32 {
rust-only,,,,,,from_blueprint,fn,agi_minigame,src/agi_minigame/dimension.rs,88,Rust public symbol not matched to an exported cocos4 symbol,,pub fn from_blueprint(blueprint: &DimensionBlueprint) -> Self {
rust-only,,,,,,Dimension,struct,agi_minigame,src/agi_minigame/dimension.rs,124,Rust public symbol not matched to an exported cocos4 symbol,,pub struct Dimension {
rust-only,,,,,,DimensionEvent,struct,agi_minigame,src/agi_minigame/dimension.rs,136,Rust public symbol not matched to an exported cocos4 symbol,,pub struct DimensionEvent {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/dimension.rs,143,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new(config: DimensionConfig) -> Self {
rust-only,,,,,,load,fn,agi_minigame,src/agi_minigame/dimension.rs,156,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn load(&mut self, registry: &AtomRegistry) -> bool {"
rust-only,,,,,,start,fn,agi_minigame,src/agi_minigame/dimension.rs,173,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn start(&mut self, ctx: &mut AtomContext) {"
rust-only,,,,,,update,fn,agi_minigame,src/agi_minigame/dimension.rs,189,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn update(&mut self, dt: f32, ctx: &mut AtomContext) {"
rust-only,,,,,,pause,fn,agi_minigame,src/agi_minigame/dimension.rs,214,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn pause(&mut self, ctx: &mut AtomContext) {"
rust-only,,,,,,resume,fn,agi_minigame,src/agi_minigame/dimension.rs,225,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn resume(&mut self, ctx: &mut AtomContext) {"
rust-only,,,,,,complete,fn,agi_minigame,src/agi_minigame/dimension.rs,236,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn complete(&mut self, ctx: &mut AtomContext) {"
rust-only,,,,,,fail,fn,agi_minigame,src/agi_minigame/dimension.rs,248,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn fail(&mut self, ctx: &mut AtomContext, reason: &str) {"
rust-only,,,,,,add_score,fn,agi_minigame,src/agi_minigame/dimension.rs,259,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_score(&mut self, amount: u64) {"
rust-only,,,,,,progress_objective,fn,agi_minigame,src/agi_minigame/dimension.rs,263,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn progress_objective(&mut self, objective_id: &str, amount: u64) -> bool {"
rust-only,,,,,,get_objective,fn,agi_minigame,src/agi_minigame/dimension.rs,275,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_objective(&self, objective_id: &str) -> Option<&DimensionObjective> {"
rust-only,,,,,,broadcast_event,fn,agi_minigame,src/agi_minigame/dimension.rs,279,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn broadcast_event(&mut self, event: &str, data: &ValueMap, ctx: &mut AtomContext) {"
rust-only,,,,,,get_progress,fn,agi_minigame,src/agi_minigame/dimension.rs,312,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_progress(&self) -> DimensionProgress {
rust-only,,,,,,DimensionProgress,struct,agi_minigame,src/agi_minigame/dimension.rs,335,Rust public symbol not matched to an exported cocos4 symbol,,pub struct DimensionProgress {
rust-only,,,,,,DimensionRunner,struct,agi_minigame,src/agi_minigame/dimension.rs,345,Rust public symbol not matched to an exported cocos4 symbol,,pub struct DimensionRunner {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/dimension.rs,352,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new(
rust-only,,,,,,start_dimension,fn,agi_minigame,src/agi_minigame/dimension.rs,363,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn start_dimension(&mut self, config: DimensionConfig) -> bool {"
rust-only,,,,,,update,fn,agi_minigame,src/agi_minigame/dimension.rs,382,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn update(&mut self, dt: f32) {"
rust-only,,,,,,pause,fn,agi_minigame,src/agi_minigame/dimension.rs,389,Rust public symbol not matched to an exported cocos4 symbol,,pub fn pause(&mut self) {
rust-only,,,,,,resume,fn,agi_minigame,src/agi_minigame/dimension.rs,396,Rust public symbol not matched to an exported cocos4 symbol,,pub fn resume(&mut self) {
rust-only,,,,,,get_progress,fn,agi_minigame,src/agi_minigame/dimension.rs,403,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_progress(&self) -> Option<DimensionProgress> {
rust-only,,,,,,get_active_dimension,fn,agi_minigame,src/agi_minigame/dimension.rs,407,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_active_dimension(&self) -> Option<&Dimension> {
rust-only,,,,,,get_active_dimension_mut,fn,agi_minigame,src/agi_minigame/dimension.rs,411,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_active_dimension_mut(&mut self) -> Option<&mut Dimension> {
rust-only,,,,,,is_running,fn,agi_minigame,src/agi_minigame/dimension.rs,415,Rust public symbol not matched to an exported cocos4 symbol,,pub fn is_running(&self) -> bool {
rust-only,,,,,,CurrencyType,enum,agi_minigame,src/agi_minigame/economy.rs,6,Rust public symbol not matched to an exported cocos4 symbol,,pub enum CurrencyType {
rust-only,,,,,,name,fn,agi_minigame,src/agi_minigame/economy.rs,15,Rust public symbol not matched to an exported cocos4 symbol,,pub fn name(&self) -> &str {
rust-only,,,,,,Currency,struct,agi_minigame,src/agi_minigame/economy.rs,27,Rust public symbol not matched to an exported cocos4 symbol,,pub struct Currency {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/economy.rs,33,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new() -> Self {
rust-only,,,,,,get,fn,agi_minigame,src/agi_minigame/economy.rs,47,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get(&self, currency_type: CurrencyType) -> u64 {"
rust-only,,,,,,add,fn,agi_minigame,src/agi_minigame/economy.rs,51,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add(&mut self, currency_type: CurrencyType, amount: u64) -> u64 {"
rust-only,,,,,,spend,fn,agi_minigame,src/agi_minigame/economy.rs,59,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn spend(&mut self, currency_type: CurrencyType, amount: u64) -> bool {"
rust-only,,,,,,set_cap,fn,agi_minigame,src/agi_minigame/economy.rs,69,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn set_cap(&mut self, currency_type: CurrencyType, cap: u64) {"
rust-only,,,,,,get_cap,fn,agi_minigame,src/agi_minigame/economy.rs,73,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_cap(&self, currency_type: CurrencyType) -> u64 {"
rust-only,,,,,,can_afford,fn,agi_minigame,src/agi_minigame/economy.rs,77,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn can_afford(&self, currency_type: CurrencyType, amount: u64) -> bool {"
rust-only,,,,,,Transaction,struct,agi_minigame,src/agi_minigame/economy.rs,89,Rust public symbol not matched to an exported cocos4 symbol,,pub struct Transaction {
rust-only,,,,,,TransactionEntry,struct,agi_minigame,src/agi_minigame/economy.rs,97,Rust public symbol not matched to an exported cocos4 symbol,,pub struct TransactionEntry {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/economy.rs,104,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn new(id: &str, description: &str) -> Self {"
rust-only,,,,,,gain,fn,agi_minigame,src/agi_minigame/economy.rs,113,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn gain(mut self, currency_type: CurrencyType, amount: u64) -> Self {"
rust-only,,,,,,cost,fn,agi_minigame,src/agi_minigame/economy.rs,122,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn cost(mut self, currency_type: CurrencyType, amount: u64) -> Self {"
rust-only,,,,,,with_timestamp,fn,agi_minigame,src/agi_minigame/economy.rs,131,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn with_timestamp(mut self, ts: u64) -> Self {"
rust-only,,,,,,total_gains,fn,agi_minigame,src/agi_minigame/economy.rs,136,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn total_gains(&self, currency_type: CurrencyType) -> u64 {"
rust-only,,,,,,total_costs,fn,agi_minigame,src/agi_minigame/economy.rs,144,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn total_costs(&self, currency_type: CurrencyType) -> u64 {"
rust-only,,,,,,Wallet,struct,agi_minigame,src/agi_minigame/economy.rs,154,Rust public symbol not matched to an exported cocos4 symbol,,pub struct Wallet {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/economy.rs,161,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new() -> Self {
rust-only,,,,,,execute,fn,agi_minigame,src/agi_minigame/economy.rs,169,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn execute(&mut self, transaction: Transaction) -> bool {"
rust-only,,,,,,can_execute,fn,agi_minigame,src/agi_minigame/economy.rs,191,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn can_execute(&self, transaction: &Transaction) -> bool {"
rust-only,,,,,,get_balance,fn,agi_minigame,src/agi_minigame/economy.rs,200,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_balance(&self, currency_type: CurrencyType) -> u64 {"
rust-only,,,,,,InventoryItem,struct,agi_minigame,src/agi_minigame/economy.rs,212,Rust public symbol not matched to an exported cocos4 symbol,,pub struct InventoryItem {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/economy.rs,221,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn new(item_id: &str, name: &str) -> Self {"
rust-only,,,,,,with_quantity,fn,agi_minigame,src/agi_minigame/economy.rs,231,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn with_quantity(mut self, qty: u32) -> Self {"
rust-only,,,,,,with_max_stack,fn,agi_minigame,src/agi_minigame/economy.rs,236,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn with_max_stack(mut self, max: u32) -> Self {"
rust-only,,,,,,add,fn,agi_minigame,src/agi_minigame/economy.rs,241,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add(&mut self, amount: u32) -> u32 {"
rust-only,,,,,,remove,fn,agi_minigame,src/agi_minigame/economy.rs,248,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn remove(&mut self, amount: u32) -> u32 {"
rust-only,,,,,,is_full,fn,agi_minigame,src/agi_minigame/economy.rs,254,Rust public symbol not matched to an exported cocos4 symbol,,pub fn is_full(&self) -> bool {
rust-only,,,,,,is_empty,fn,agi_minigame,src/agi_minigame/economy.rs,258,Rust public symbol not matched to an exported cocos4 symbol,,pub fn is_empty(&self) -> bool {
rust-only,,,,,,Inventory,struct,agi_minigame,src/agi_minigame/economy.rs,264,Rust public symbol not matched to an exported cocos4 symbol,,pub struct Inventory {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/economy.rs,270,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new(capacity: u32) -> Self {
rust-only,,,,,,add_item,fn,agi_minigame,src/agi_minigame/economy.rs,277,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_item(&mut self, item: InventoryItem) -> u32 {"
rust-only,,,,,,remove_item,fn,agi_minigame,src/agi_minigame/economy.rs,292,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn remove_item(&mut self, item_id: &str, amount: u32) -> u32 {"
rust-only,,,,,,get_item,fn,agi_minigame,src/agi_minigame/economy.rs,304,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_item(&self, item_id: &str) -> Option<&InventoryItem> {"
rust-only,,,,,,get_item_mut,fn,agi_minigame,src/agi_minigame/economy.rs,308,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_item_mut(&mut self, item_id: &str) -> Option<&mut InventoryItem> {"
rust-only,,,,,,has_item,fn,agi_minigame,src/agi_minigame/economy.rs,312,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn has_item(&self, item_id: &str, min_quantity: u32) -> bool {"
rust-only,,,,,,count,fn,agi_minigame,src/agi_minigame/economy.rs,319,Rust public symbol not matched to an exported cocos4 symbol,,pub fn count(&self) -> usize {
rust-only,,,,,,is_full,fn,agi_minigame,src/agi_minigame/economy.rs,323,Rust public symbol not matched to an exported cocos4 symbol,,pub fn is_full(&self) -> bool {
rust-only,,,,,,items,fn,agi_minigame,src/agi_minigame/economy.rs,327,Rust public symbol not matched to an exported cocos4 symbol,,pub fn items(&self) -> impl Iterator<Item = &InventoryItem> {
rust-only,,,,,,GameplayType,enum,agi_minigame,src/agi_minigame/gameplay.rs,6,Rust public symbol not matched to an exported cocos4 symbol,,pub enum GameplayType {
rust-only,,,,,,name,fn,agi_minigame,src/agi_minigame/gameplay.rs,21,Rust public symbol not matched to an exported cocos4 symbol,,pub fn name(&self) -> &str {
rust-only,,,,,,from_name,fn,agi_minigame,src/agi_minigame/gameplay.rs,37,Rust public symbol not matched to an exported cocos4 symbol,,pub fn from_name(name: &str) -> Self {
rust-only,,,,,,all_types,fn,agi_minigame,src/agi_minigame/gameplay.rs,52,Rust public symbol not matched to an exported cocos4 symbol,,pub fn all_types() -> Vec<GameplayType> {
rust-only,,,,,,GameplayState,struct,agi_minigame,src/agi_minigame/gameplay.rs,68,Rust public symbol not matched to an exported cocos4 symbol,,pub struct GameplayState {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/gameplay.rs,76,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new() -> Self {
rust-only,,,,,,with_score,fn,agi_minigame,src/agi_minigame/gameplay.rs,85,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn with_score(mut self, score: u64) -> Self {"
rust-only,,,,,,with_timestamp,fn,agi_minigame,src/agi_minigame/gameplay.rs,90,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn with_timestamp(mut self, ts: u64) -> Self {"
rust-only,,,,,,get_str,fn,agi_minigame,src/agi_minigame/gameplay.rs,95,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_str(&self, key: &str) -> Option<&str> {"
rust-only,,,,,,get_int,fn,agi_minigame,src/agi_minigame/gameplay.rs,102,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_int(&self, key: &str) -> Option<i64> {"
rust-only,,,,,,get_float,fn,agi_minigame,src/agi_minigame/gameplay.rs,109,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_float(&self, key: &str) -> Option<f64> {"
rust-only,,,,,,set,fn,agi_minigame,src/agi_minigame/gameplay.rs,116,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn set(&mut self, key: &str, value: Value) {"
rust-only,,,,,,GameplayEvent,enum,agi_minigame,src/agi_minigame/gameplay.rs,128,Rust public symbol not matched to an exported cocos4 symbol,,pub enum GameplayEvent {
rust-only,,,,,,GameplayModule,trait,agi_minigame,src/agi_minigame/gameplay.rs,137,Rust public symbol not matched to an exported cocos4 symbol,,pub trait GameplayModule: Send + Sync {
rust-only,,,,,,atom,mod,agi_minigame,src/agi_minigame/mod.rs,1,Rust public symbol not matched to an exported cocos4 symbol,,pub mod atom;
rust-only,,,,,,dimension,mod,agi_minigame,src/agi_minigame/mod.rs,2,Rust public symbol not matched to an exported cocos4 symbol,,pub mod dimension;
rust-only,,,,,,economy,mod,agi_minigame,src/agi_minigame/mod.rs,3,Rust public symbol not matched to an exported cocos4 symbol,,pub mod economy;
rust-only,,,,,,player,mod,agi_minigame,src/agi_minigame/mod.rs,4,Rust public symbol not matched to an exported cocos4 symbol,,pub mod player;
rust-only,,,,,,gameplay,mod,agi_minigame,src/agi_minigame/mod.rs,5,Rust public symbol not matched to an exported cocos4 symbol,,pub mod gameplay;
rust-only,,,,,,ai_engine,mod,agi_minigame,src/agi_minigame/mod.rs,6,Rust public symbol not matched to an exported cocos4 symbol,,pub mod ai_engine;
rust-only,,,,,,world_state,mod,agi_minigame,src/agi_minigame/mod.rs,7,Rust public symbol not matched to an exported cocos4 symbol,,pub mod world_state;
rust-only,,,,,,atoms,mod,agi_minigame,src/agi_minigame/mod.rs,8,Rust public symbol not matched to an exported cocos4 symbol,,pub mod atoms;
rust-only,,,,,,PlayerAccount,struct,agi_minigame,src/agi_minigame/player.rs,6,Rust public symbol not matched to an exported cocos4 symbol,,pub struct PlayerAccount {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/player.rs,16,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new(account_id: &str) -> Self {
rust-only,,,,,,login,fn,agi_minigame,src/agi_minigame/player.rs,27,Rust public symbol not matched to an exported cocos4 symbol,,pub fn login(&mut self) {
rust-only,,,,,,logout,fn,agi_minigame,src/agi_minigame/player.rs,31,Rust public symbol not matched to an exported cocos4 symbol,,pub fn logout(&mut self) {
rust-only,,,,,,PlayerProfile,struct,agi_minigame,src/agi_minigame/player.rs,37,Rust public symbol not matched to an exported cocos4 symbol,,pub struct PlayerProfile {
rust-only,,,,,,PlayerStatsMap,struct,agi_minigame,src/agi_minigame/player.rs,49,Rust public symbol not matched to an exported cocos4 symbol,,pub struct PlayerStatsMap {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/player.rs,54,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new() -> Self {
rust-only,,,,,,get,fn,agi_minigame,src/agi_minigame/player.rs,60,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get(&self, key: &str) -> f64 {"
rust-only,,,,,,set,fn,agi_minigame,src/agi_minigame/player.rs,64,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn set(&mut self, key: &str, value: f64) {"
rust-only,,,,,,add,fn,agi_minigame,src/agi_minigame/player.rs,68,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add(&mut self, key: &str, delta: f64) -> f64 {"
rust-only,,,,,,keys,fn,agi_minigame,src/agi_minigame/player.rs,74,Rust public symbol not matched to an exported cocos4 symbol,,pub fn keys(&self) -> Vec<&str> {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/player.rs,86,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new(account_id: &str) -> Self {
rust-only,,,,,,add_experience,fn,agi_minigame,src/agi_minigame/player.rs,99,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_experience(&mut self, amount: u64) -> u32 {"
rust-only,,,,,,add_achievement,fn,agi_minigame,src/agi_minigame/player.rs,115,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_achievement(&mut self, achievement: &str) -> bool {"
rust-only,,,,,,has_achievement,fn,agi_minigame,src/agi_minigame/player.rs,123,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn has_achievement(&self, achievement: &str) -> bool {"
rust-only,,,,,,set_stat,fn,agi_minigame,src/agi_minigame/player.rs,127,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn set_stat(&mut self, key: &str, value: f64) {"
rust-only,,,,,,get_stat,fn,agi_minigame,src/agi_minigame/player.rs,131,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_stat(&self, key: &str) -> f64 {"
rust-only,,,,,,add_stat,fn,agi_minigame,src/agi_minigame/player.rs,135,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_stat(&mut self, key: &str, delta: f64) -> f64 {"
rust-only,,,,,,PlayerProgression,struct,agi_minigame,src/agi_minigame/player.rs,141,Rust public symbol not matched to an exported cocos4 symbol,,pub struct PlayerProgression {
rust-only,,,,,,AtomMastery,struct,agi_minigame,src/agi_minigame/player.rs,153,Rust public symbol not matched to an exported cocos4 symbol,,pub struct AtomMastery {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/player.rs,162,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new() -> Self {
rust-only,,,,,,record_dimension_visit,fn,agi_minigame,src/agi_minigame/player.rs,175,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn record_dimension_visit(&mut self, dimension_id: &str) {"
rust-only,,,,,,record_dimension_complete,fn,agi_minigame,src/agi_minigame/player.rs,182,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn record_dimension_complete(&mut self, score: u64) {"
