status,cocos4_symbol,cocos4_kind,cocos4_module,cocos4_path,cocos4_line,rust_symbol,rust_kind,rust_module,rust_path,rust_line,notes,cocos4_signature,rust_signature
same-name,CommandBuffer,let,gfx,cocos/gfx/webgpu/override.ts,45,command_buffer,mod,renderer,src/renderer/gfx-agent/mod.rs,9,name-normalized exact match in equivalent module,export let CommandBuffer: any;,pub mod command_buffer;
renamed-candidate,GeneralBarrier,let,gfx,cocos/gfx/webgpu/override.ts,46,GeneralBarrierInfo,struct,renderer,src/renderer/gfx-base/barrier.rs,25,similar-name candidate only; manual signature and behavior review required,export let GeneralBarrier: any;,pub struct GeneralBarrierInfo {
renamed-candidate,TextureBarrier,let,gfx,cocos/gfx/webgpu/override.ts,47,TextureBarrierInfo,struct,renderer,src/renderer/gfx-base/barrier.rs,68,similar-name candidate only; manual signature and behavior review required,export let TextureBarrier: any;,pub struct TextureBarrierInfo {
renamed-candidate,BufferBarrier,let,gfx,cocos/gfx/webgpu/override.ts,48,BufferBarrierInfo,struct,renderer,src/renderer/gfx-base/barrier.rs,95,similar-name candidate only; manual signature and behavior review required,export let BufferBarrier: any;,pub struct BufferBarrierInfo {
missing,WebGPUBuffer,class,gfx,cocos/gfx/webgpu/webgpu-buffer.ts,44,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUBuffer extends Buffer {,
missing,WebGPUCommandPool,class,gfx,cocos/gfx/webgpu/webgpu-command-allocator.ts,36,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUCommandPool<T extends WebGPUCmdObject> {,
missing,WebGPUCommandAllocator,class,gfx,cocos/gfx/webgpu/webgpu-command-allocator.ts,100,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUCommandAllocator {,
missing,IWebGPUDepthBias,interface,gfx,cocos/gfx/webgpu/webgpu-command-buffer.ts,79,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUDepthBias {,
missing,IWebGPUDepthBounds,interface,gfx,cocos/gfx/webgpu/webgpu-command-buffer.ts,85,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUDepthBounds {,
missing,IWebGPUStencilWriteMask,interface,gfx,cocos/gfx/webgpu/webgpu-command-buffer.ts,90,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUStencilWriteMask {,
missing,IWebGPUStencilCompareMask,interface,gfx,cocos/gfx/webgpu/webgpu-command-buffer.ts,95,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUStencilCompareMask {,
renamed-candidate,WebGPUCommandBuffer,class,gfx,cocos/gfx/webgpu/webgpu-command-buffer.ts,107,WgpuCommandBuffer,struct,renderer,src/renderer/gfx-wgpu/command_buffer.rs,8,similar-name candidate only; manual signature and behavior review required,export class WebGPUCommandBuffer extends CommandBuffer {,pub struct WgpuCommandBuffer {
missing,GFXStageToWebGPUStage,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,108,,,,,,no public Rust symbol candidate found by current scanner,export function GFXStageToWebGPUStage (stage: ShaderStageFlags): number {,
missing,GFXSamplerToGPUSamplerDescType,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,125,,,,,,no public Rust symbol candidate found by current scanner,export function GFXSamplerToGPUSamplerDescType (info: Readonly<SamplerInfo>): GPUSamplerBindingType {,
missing,GFXDescTypeToGPUBufferDescType,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,133,,,,,,no public Rust symbol candidate found by current scanner,export function GFXDescTypeToGPUBufferDescType (descType: DescriptorType): GPUBufferBindingType {,
missing,GFXDescTypeToWebGPUDescType,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,145,,,,,,no public Rust symbol candidate found by current scanner,export function GFXDescTypeToWebGPUDescType (descType: DescriptorType): WebGPUResourceTypeName {,
missing,GFXFormatToWGPUVertexFormat,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,162,,,,,,no public Rust symbol candidate found by current scanner,export function GFXFormatToWGPUVertexFormat (format: Format): GPUVertexFormat {,
missing,GFXFormatToWGPUFormat,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,258,,,,,,no public Rust symbol candidate found by current scanner,export function GFXFormatToWGPUFormat (format: Format): GPUTextureFormat {,
missing,WGPUFormatToGFXFormat,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,315,,,,,,no public Rust symbol candidate found by current scanner,export function WGPUFormatToGFXFormat (format: GPUTextureFormat): Format {,
missing,GFXTextureToWebGPUTexture,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,319,,,,,,no public Rust symbol candidate found by current scanner,export function GFXTextureToWebGPUTexture (textureType: TextureType): GPUTextureViewDimension {,
missing,GFXTextureUsageToNative,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,333,,,,,,no public Rust symbol candidate found by current scanner,export function GFXTextureUsageToNative (usage: TextureUsageBit): GPUTextureUsageFlags {,
missing,WebGPUStencilOp,const,gfx,cocos/gfx/webgpu/webgpu-commands.ts,368,,,,,,no public Rust symbol candidate found by current scanner,export const WebGPUStencilOp: GPUStencilOperation[] = [,
missing,WebGPUCompereFunc,const,gfx,cocos/gfx/webgpu/webgpu-commands.ts,379,,,,,,no public Rust symbol candidate found by current scanner,export const WebGPUCompereFunc: GPUCompareFunction[] = [,
missing,WebGPUBlendOps,const,gfx,cocos/gfx/webgpu/webgpu-commands.ts,390,,,,,,no public Rust symbol candidate found by current scanner,export const WebGPUBlendOps: GPUBlendOperation[] = [,
missing,WebGPUBlendMask,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,398,,,,,,no public Rust symbol candidate found by current scanner,export function WebGPUBlendMask (mask: ColorMask): GPUColorWriteFlags {,
missing,WebGPUBlendFactors,const,gfx,cocos/gfx/webgpu/webgpu-commands.ts,413,,,,,,no public Rust symbol candidate found by current scanner,export const WebGPUBlendFactors: GPUBlendFactor[] = [,
missing,WebGPUCmd,enum,gfx,cocos/gfx/webgpu/webgpu-commands.ts,431,,,,,,no public Rust symbol candidate found by current scanner,export enum WebGPUCmd {,
missing,WebGPUCmdObject,abstract class,gfx,cocos/gfx/webgpu/webgpu-commands.ts,441,,,,,,no public Rust symbol candidate found by current scanner,export abstract class WebGPUCmdObject {,
missing,WebGPUCmdBeginRenderPass,class,gfx,cocos/gfx/webgpu/webgpu-commands.ts,452,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUCmdBeginRenderPass extends WebGPUCmdObject {,
missing,WebGPUCmdBindStates,class,gfx,cocos/gfx/webgpu/webgpu-commands.ts,470,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUCmdBindStates extends WebGPUCmdObject {,
missing,WebGPUCmdDraw,class,gfx,cocos/gfx/webgpu/webgpu-commands.ts,504,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUCmdDraw extends WebGPUCmdObject {,
missing,WebGPUCmdUpdateBuffer,class,gfx,cocos/gfx/webgpu/webgpu-commands.ts,516,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUCmdUpdateBuffer extends WebGPUCmdObject {,
missing,WebGPUCmdCopyBufferToTexture,class,gfx,cocos/gfx/webgpu/webgpu-commands.ts,532,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUCmdCopyBufferToTexture extends WebGPUCmdObject {,
missing,WebGPUCmdPackage,class,gfx,cocos/gfx/webgpu/webgpu-commands.ts,548,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUCmdPackage {,
missing,WebGPUCmdFuncCreateBuffer,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,586,,,,,,no public Rust symbol candidate found by current scanner,"export function WebGPUCmdFuncCreateBuffer (device: WebGPUDevice, gpuBuffer: IWebGPUGPUBuffer): void {",
missing,WebGPUCmdFuncDestroyBuffer,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,617,,,,,,no public Rust symbol candidate found by current scanner,"export function WebGPUCmdFuncDestroyBuffer (device: WebGPUDevice, gpuBuffer: IWebGPUGPUBuffer): void {",
missing,WebGPUCmdFuncResizeBuffer,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,623,,,,,,no public Rust symbol candidate found by current scanner,"export function WebGPUCmdFuncResizeBuffer (device: WebGPUDevice, gpuBuffer: IWebGPUGPUBuffer): void {",
missing,WebGPUCmdFuncUpdateBuffer,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,628,,,,,,no public Rust symbol candidate found by current scanner,export function WebGPUCmdFuncUpdateBuffer (,
missing,WebGPUCmdFuncCreateTexture,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,674,,,,,,no public Rust symbol candidate found by current scanner,"export function WebGPUCmdFuncCreateTexture (device: WebGPUDevice, gpuTexture: IWebGPUTexture): void {",
missing,WebGPUCmdFuncDestroyTexture,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,697,,,,,,no public Rust symbol candidate found by current scanner,export function WebGPUCmdFuncDestroyTexture (gpuTexture: IWebGPUTexture): void {,
missing,WebGPUCmdFuncResizeTexture,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,703,,,,,,no public Rust symbol candidate found by current scanner,"export function WebGPUCmdFuncResizeTexture (device: WebGPUDevice, gpuTexture: IWebGPUTexture): void {",
missing,WebGPUCmdFuncCreateSampler,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,710,,,,,,no public Rust symbol candidate found by current scanner,"export function WebGPUCmdFuncCreateSampler (device: WebGPUDevice, gpuSampler: IWebGPUGPUSampler): void {",
missing,WebGPUCmdFuncDestroySampler,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,737,,,,,,no public Rust symbol candidate found by current scanner,"export function WebGPUCmdFuncDestroySampler (device: WebGPUDevice, gpuSampler: IWebGPUGPUSampler): void {",
missing,WebGPUCmdFuncDestroyFramebuffer,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,743,,,,,,no public Rust symbol candidate found by current scanner,"export function WebGPUCmdFuncDestroyFramebuffer (device: WebGPUDevice, gpuFramebuffer: IWebGPUGPUFramebuffer): void {",
missing,SEPARATE_SAMPLER_BINDING_OFFSET,const,gfx,cocos/gfx/webgpu/webgpu-commands.ts,804,,,,,,no public Rust symbol candidate found by current scanner,export const SEPARATE_SAMPLER_BINDING_OFFSET = 16;,
missing,clearRect,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,1009,,,,,,no public Rust symbol candidate found by current scanner,"export function clearRect (device: WebGPUDevice, texture: IWebGPUTexture, renderArea: Rect, color: Color): void {",
missing,WebGPUCmdFuncCreateGPUShader,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,1215,,,,,,no public Rust symbol candidate found by current scanner,"export function WebGPUCmdFuncCreateGPUShader (device: WebGPUDevice, gpuShader: IWebGPUGPUShader): void {",
missing,WebGPUCmdFuncDestroyShader,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,1275,,,,,,no public Rust symbol candidate found by current scanner,"export function WebGPUCmdFuncDestroyShader (device: WebGPUDevice, gpuShader: IWebGPUGPUShader): void {",
missing,WebGPUCmdFuncCreateInputAssember,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,1281,,,,,,no public Rust symbol candidate found by current scanner,"export function WebGPUCmdFuncCreateInputAssember (device: WebGPUDevice, gpuInputAssembler: IWebGPUGPUInputAssembler): void {",
missing,WebGPUCmdFuncDestroyInputAssembler,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,1314,,,,,,no public Rust symbol candidate found by current scanner,"export function WebGPUCmdFuncDestroyInputAssembler (device: WebGPUDevice, gpuInputAssembler: IWebGPUGPUInputAssembler): void {",
missing,WebGPUCmdFuncCopyTexImagesToTexture,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,1336,,,,,,no public Rust symbol candidate found by current scanner,export function WebGPUCmdFuncCopyTexImagesToTexture (,
missing,createBindGroupLayoutEntry,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,1396,,,,,,no public Rust symbol candidate found by current scanner,export function createBindGroupLayoutEntry (currBind: DescriptorSetLayoutBinding): GPUBindGroupLayoutEntry[] {,
missing,TextureSampleTypeTrait,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,1486,,,,,,no public Rust symbol candidate found by current scanner,export function TextureSampleTypeTrait (format: Format): GPUTextureSampleType {,
missing,FormatToWGPUFormatType,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,1535,,,,,,no public Rust symbol candidate found by current scanner,export function FormatToWGPUFormatType (format: Format): GPUTextureSampleType {,
missing,WebGPUCmdFuncCopyBuffersToTexture,function,gfx,cocos/gfx/webgpu/webgpu-commands.ts,1758,,,,,,no public Rust symbol candidate found by current scanner,export function WebGPUCmdFuncCopyBuffersToTexture (,
missing,WebGPUWasm,function,gfx,cocos/gfx/webgpu/webgpu-core.d.ts,1,,,,,,no public Rust symbol candidate found by current scanner,export declare function WebGPUWasm (moduleOptions?: any): Promise<void>;,
missing,WebGPUWasm,namespace,gfx,cocos/gfx/webgpu/webgpu-core.d.ts,3,,,,,,no public Rust symbol candidate found by current scanner,export declare namespace WebGPUWasm {,
missing,WebGPUDescriptorSetLayout,class,gfx,cocos/gfx/webgpu/webgpu-descriptor-set-layout.ts,38,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUDescriptorSetLayout extends DescriptorSetLayout {,
missing,WebGPUDescriptorSet,class,gfx,cocos/gfx/webgpu/webgpu-descriptor-set.ts,44,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUDescriptorSet extends DescriptorSet {,
missing,loadWebGPUWasmModule,function,gfx,cocos/gfx/webgpu/webgpu-device.ts,91,,,,,,no public Rust symbol candidate found by current scanner,export function loadWebGPUWasmModule (): Promise<void> {,
renamed-candidate,WebGPUDevice,class,gfx,cocos/gfx/webgpu/webgpu-device.ts,98,WgpuDevice,struct,renderer,src/renderer/gfx-wgpu/device.rs,13,similar-name candidate only; manual signature and behavior review required,export class WebGPUDevice extends Device {,pub struct WgpuDevice {
missing,WebGPUFramebuffer,class,gfx,cocos/gfx/webgpu/webgpu-framebuffer.ts,31,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUFramebuffer extends Framebuffer {,
missing,IWebGPUGPUUniformInfo,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,54,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUUniformInfo {,
missing,IWebGPUGPUBuffer,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,63,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUBuffer {,
missing,IWebGPUTexture,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,78,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUTexture {,
missing,IWebGPUGPURenderPass,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,109,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPURenderPass {,
missing,IWebGPUGPUFramebuffer,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,116,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUFramebuffer {,
missing,IWebGPUGPUSampler,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,126,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUSampler {,
missing,IWebGPUGPUInput,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,146,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUInput {,
missing,IWebGPUGPUUniform,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,157,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUUniform {,
missing,IWebGPUGPUUniformBlock,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,172,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUUniformBlock {,
missing,IWebGPUGPUUniformSampler,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,181,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUUniformSampler {,
missing,IWebGPUGPUShaderStage,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,194,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUShaderStage {,
missing,IWebGPUGPUShader,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,202,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUShader {,
missing,IWebGPUGPUDescriptorSetLayout,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,216,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUDescriptorSetLayout {,
missing,IWebGPUGPUPipelineLayout,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,225,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUPipelineLayout {,
missing,IWebGPUGPUPipelineState,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,234,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUPipelineState {,
missing,IWebGPUGPUDescriptor,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,248,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUDescriptor {,
missing,IWebGPUGPUDescriptorSet,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,255,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUDescriptorSet {,
missing,IWebGPUAttrib,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,262,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUAttrib {,
missing,IWebGPUGPUInputAssembler,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,275,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUGPUInputAssembler {,
missing,IWebGPUBindingMapping,interface,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,286,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUBindingMapping {,
missing,IWebGPUBlitManager,class,gfx,cocos/gfx/webgpu/webgpu-gpu-objects.ts,292,,,,,,no public Rust symbol candidate found by current scanner,export class IWebGPUBlitManager {,
missing,WebGPUInputAssembler,class,gfx,cocos/gfx/webgpu/webgpu-input-assembler.ts,33,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUInputAssembler extends InputAssembler {,
missing,WebGPUPipelineLayout,class,gfx,cocos/gfx/webgpu/webgpu-pipeline-layout.ts,31,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUPipelineLayout extends PipelineLayout {,
missing,WebGPUPipelineState,class,gfx,cocos/gfx/webgpu/webgpu-pipeline-state.ts,59,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUPipelineState extends PipelineState {,
missing,WebGPUQueue,class,gfx,cocos/gfx/webgpu/webgpu-queue.ts,30,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUQueue extends Queue {,
missing,WebGPURenderPass,class,gfx,cocos/gfx/webgpu/webgpu-render-pass.ts,29,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPURenderPass extends RenderPass {,
missing,WebGPUSampler,class,gfx,cocos/gfx/webgpu/webgpu-sampler.ts,33,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUSampler extends Sampler {,
missing,WebGPUShader,class,gfx,cocos/gfx/webgpu/webgpu-shader.ts,31,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUShader extends Shader {,
missing,IWebGPUTexUnit,interface,gfx,cocos/gfx/webgpu/webgpu-state-cache.ts,33,,,,,,no public Rust symbol candidate found by current scanner,export interface IWebGPUTexUnit {,
missing,WebGPUStateCache,class,gfx,cocos/gfx/webgpu/webgpu-state-cache.ts,37,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUStateCache {,
missing,WebGPUSwapchain,class,gfx,cocos/gfx/webgpu/webgpu-swapchain.ts,38,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUSwapchain extends Swapchain {,
missing,WebGPUTexture,class,gfx,cocos/gfx/webgpu/webgpu-texture.ts,46,,,,,,no public Rust symbol candidate found by current scanner,export class WebGPUTexture extends Texture {,
same-name,PlaceMethod,const,gi,cocos/gi/light-probe/auto-placement.ts,27,PlaceMethod,enum,gi,src/gi/auto_placement.rs,10,name-normalized exact match in equivalent module,export const PlaceMethod = Enum({,pub enum PlaceMethod {
same-name,PlacementInfo,interface,gi,cocos/gi/light-probe/auto-placement.ts,32,PlacementInfo,struct,gi,src/gi/auto_placement.rs,16,name-normalized exact match in equivalent module,export interface PlacementInfo {,pub struct PlacementInfo {
same-name,AutoPlacement,class,gi,cocos/gi/light-probe/auto-placement.ts,41,AutoPlacement,struct,gi,src/gi/auto_placement.rs,25,name-normalized exact match in equivalent module,export class AutoPlacement {,pub struct AutoPlacement;
same-name,Vertex,const,gi,cocos/gi/light-probe/delaunay.jsb.ts,30,Vertex,struct,gi,src/gi/delaunay.rs,15,name-normalized exact match in equivalent module,export const Vertex: typeof JsbVertex = jsb.Vertex;,pub struct Vertex {
same-name,Vertex,type,gi,cocos/gi/light-probe/delaunay.jsb.ts,31,Vertex,struct,gi,src/gi/delaunay.rs,15,name-normalized exact match in equivalent module,export type Vertex = JsbVertex;,pub struct Vertex {
same-name,CircumSphere,const,gi,cocos/gi/light-probe/delaunay.jsb.ts,34,CircumSphere,struct,gi,src/gi/delaunay.rs,133,name-normalized exact match in equivalent module,export const CircumSphere: typeof JsbCircumSphere = jsb.CircumSphere;,pub struct CircumSphere {
same-name,CircumSphere,type,gi,cocos/gi/light-probe/delaunay.jsb.ts,35,CircumSphere,struct,gi,src/gi/delaunay.rs,133,name-normalized exact match in equivalent module,export type CircumSphere = JsbCircumSphere;,pub struct CircumSphere {
same-name,Tetrahedron,const,gi,cocos/gi/light-probe/delaunay.jsb.ts,38,Tetrahedron,struct,gi,src/gi/delaunay.rs,188,name-normalized exact match in equivalent module,export const Tetrahedron: typeof JsbTetrahedron = jsb.Tetrahedron;,pub struct Tetrahedron {
same-name,Tetrahedron,type,gi,cocos/gi/light-probe/delaunay.jsb.ts,39,Tetrahedron,struct,gi,src/gi/delaunay.rs,188,name-normalized exact match in equivalent module,export type Tetrahedron = JsbTetrahedron;,pub struct Tetrahedron {
same-name,Vertex,class,gi,cocos/gi/light-probe/delaunay.ts,39,Vertex,struct,gi,src/gi/delaunay.rs,15,name-normalized exact match in equivalent module,export class Vertex {,pub struct Vertex {
same-name,CircumSphere,class,gi,cocos/gi/light-probe/delaunay.ts,190,CircumSphere,struct,gi,src/gi/delaunay.rs,133,name-normalized exact match in equivalent module,export class CircumSphere {,pub struct CircumSphere {
same-name,Tetrahedron,class,gi,cocos/gi/light-probe/delaunay.ts,222,Tetrahedron,struct,gi,src/gi/delaunay.rs,188,name-normalized exact match in equivalent module,export class Tetrahedron {,pub struct Tetrahedron {
same-name,Delaunay,class,gi,cocos/gi/light-probe/delaunay.ts,279,Delaunay,struct,gi,src/gi/delaunay.rs,257,name-normalized exact match in equivalent module,export class Delaunay {,pub struct Delaunay {
missing,LightProbeGroup,class,gi,cocos/gi/light-probe/light-probe-group.ts,54,,,,,,no public Rust symbol candidate found by current scanner,export class LightProbeGroup extends Component {,
same-name,LightProbes,const,gi,cocos/gi/light-probe/light-probe.jsb.ts,30,LightProbes,struct,gi,src/gi/light_probe.rs,227,name-normalized exact match in equivalent module,export const LightProbes: typeof JsbLightProbes = jsb.LightProbes;,pub struct LightProbes {
same-name,LightProbes,type,gi,cocos/gi/light-probe/light-probe.jsb.ts,31,LightProbes,struct,gi,src/gi/light_probe.rs,227,name-normalized exact match in equivalent module,export type LightProbes = JsbLightProbes;,pub struct LightProbes {
same-name,LightProbesData,const,gi,cocos/gi/light-probe/light-probe.jsb.ts,35,LightProbesData,struct,gi,src/gi/light_probe.rs,15,name-normalized exact match in equivalent module,export const LightProbesData: typeof JsbLightProbesData = jsb.LightProbesData;,pub struct LightProbesData {
same-name,LightProbesData,type,gi,cocos/gi/light-probe/light-probe.jsb.ts,36,LightProbesData,struct,gi,src/gi/light_probe.rs,15,name-normalized exact match in equivalent module,export type LightProbesData = JsbLightProbesData;,pub struct LightProbesData {
same-name,LightProbesData,class,gi,cocos/gi/light-probe/light-probe.ts,50,LightProbesData,struct,gi,src/gi/light_probe.rs,15,name-normalized exact match in equivalent module,export class LightProbesData {,pub struct LightProbesData {
same-name,LightProbes,class,gi,cocos/gi/light-probe/light-probe.ts,258,LightProbes,struct,gi,src/gi/light_probe.rs,227,name-normalized exact match in equivalent module,export class LightProbes {,pub struct LightProbes {
same-name,PolynomialSolver,class,gi,cocos/gi/light-probe/polynomial-solver.ts,25,polynomial_solver,mod,gi,src/gi/mod.rs,10,name-normalized exact match in equivalent module,export class PolynomialSolver {,pub mod polynomial_solver;
same-name,LightProbeSampler,class,gi,cocos/gi/light-probe/sh.ts,29,LightProbeSampler,struct,gi,src/gi/sh.rs,104,name-normalized exact match in equivalent module,export class LightProbeSampler {,pub struct LightProbeSampler;
same-name,SH,class,gi,cocos/gi/light-probe/sh.ts,79,sh,mod,gi,src/gi/mod.rs,11,name-normalized exact match in equivalent module,export class SH {,pub mod sh;
same-name,input,reexport,input,cocos/input/index.ts,27,Input,struct,input,src/input/input.rs,11,name-normalized exact match in equivalent module,"export { input, Input } from './input';",pub struct Input {
same-name,Input,reexport,input,cocos/input/index.ts,27,Input,struct,input,src/input/input.rs,11,name-normalized exact match in equivalent module,"export { input, Input } from './input';",pub struct Input {
missing,systemEvent,reexport,input,cocos/input/index.ts,28,,,,,,no public Rust symbol candidate found by current scanner,"export { systemEvent, SystemEvent } from './system-event';",
missing,SystemEvent,reexport,input,cocos/input/index.ts,28,,,,,,no public Rust symbol candidate found by current scanner,"export { systemEvent, SystemEvent } from './system-event';",
missing,EventDispatcherPriority,enum,input,cocos/input/input.ts,35,,,,,,no public Rust symbol candidate found by current scanner,export enum EventDispatcherPriority {,
missing,IEventDispatcher,interface,input,cocos/input/input.ts,40,,,,,,no public Rust symbol candidate found by current scanner,export interface IEventDispatcher {,
same-name,Input,namespace,input,cocos/input/input.ts,78,Input,struct,input,src/input/input.rs,11,name-normalized exact match in equivalent module,export declare namespace Input {,pub struct Input {
missing,EventType,type,input,cocos/input/input.ts,79,,,,,,no public Rust symbol candidate found by current scanner,export type EventType = EnumAlias<typeof InputEventType>;,
same-name,Input,class,input,cocos/input/input.ts,130,Input,struct,input,src/input/input.rs,11,name-normalized exact match in equivalent module,export class Input {,pub struct Input {
same-name,input,const,input,cocos/input/input.ts,570,Input,struct,input,src/input/input.rs,11,name-normalized exact match in equivalent module,export const input = new Input();,pub struct Input {
missing,SystemEvent,namespace,input,cocos/input/system-event.ts,31,,,,,,no public Rust symbol candidate found by current scanner,export declare namespace SystemEvent {,
missing,EventType,type,input,cocos/input/system-event.ts,36,,,,,,no public Rust symbol candidate found by current scanner,export type EventType = EnumAlias<typeof SystemEventType>;,
missing,SystemEvent,class,input,cocos/input/system-event.ts,71,,,,,,no public Rust symbol candidate found by current scanner,export class SystemEvent extends EventTarget {,
missing,systemEvent,const,input,cocos/input/system-event.ts,158,,,,,,no public Rust symbol candidate found by current scanner,export const systemEvent = new SystemEvent();,
missing,Acceleration,class,input,cocos/input/types/acceleration.ts,29,,,,,,no public Rust symbol candidate found by current scanner,export class Acceleration {,
missing,EventAcceleration,class,input,cocos/input/types/event/event-acceleration.ts,36,,,,,,no public Rust symbol candidate found by current scanner,export class EventAcceleration extends Event {,
missing,EventGamepad,class,input,cocos/input/types/event/event-gamepad.ts,40,,,,,,no public Rust symbol candidate found by current scanner,export class EventGamepad extends Event {,
missing,EventHandheld,class,input,cocos/input/types/event/event-handheld.ts,36,,,,,,no public Rust symbol candidate found by current scanner,export class EventHandheld extends Event {,
